Stop Code,Stop Name_x,Latitude,Longitude,Status,FID,ASSETID,stop_lat,stop_lon,stop_name,Stop_Site,Street_Nam,AADT,AvgWeekday,AvgWeekd_1,Bus_Loadin,Concrete_R,County,Edge_of_Pa,Is_Active_,Is_Active1,Is_Activ_1,Is_Activ_2,Is_Activ_3,Agency,MicroTrans,Shared_Rou,Shelter_QT,Shelter_Ty,ShelterCol,Signal_Typ,Timepoint,ADA,Area_Light,BenchColor,Bike_Lane_,Bike_Parki,Bike_Par_1,Bus_Stop_L,Real_Time_,Seating_QT,Seating_Ty,Site_Shade,Trash_Can_,Waiting_Ar,Crosswalk_,Crosswalk1,Crosswal_1,Landing_Lo,Landing_Ma,Landing_Pa,Landing_Ty,Sidewalk_C,Sidewalk_1,Sidewalk_2,Sidewalk_O,Sidewalk_T,STATUS,LIFECYCLES,ENCROACHME,IMPROVEMEN,DOCUMENTFO,bus_stop_visible_2026,visibility_confidence_2026,stop_surface_2026,landing_type_2026,sidewalk_connection_2026,landing_pad,shelter_n_2026,bench_n_2026,trash_can_n_2026,street_lighting_2026,notes_2026,Stop Name_y,Avg Daily Total On,Avg Daily Total Off,Avg Daily Total Activity,Complaints_n_2026,ridership_score,complaint_score,amenity_score,condition_score,roadway_score,context_score,cleaning_priority_score,recommended_tier,recommended_frequency,recommended_cleaning_level,review_flag,abc_comparison
5725,Danube Ln at Ben Franklin Blvd,36.0473105,-78.8883731,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Concrete,Paved,Yes,One_door,1.0,1.0,0.0,No,"The bus stop features a shelter with an integrated bench, located on a concrete pad connected directly to the sidewalk. A bus stop sign is visible next to the shelter.",Danube Ln at Ben Franklin Blvd,6.2,21.1,27.3,,2,0,4,0,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5727,Broad St at Sprunt Ave (NB),36.02054,-78.918845,Active,150.0,STOP10373,36.02054,-78.918845,   Broad St at Sprunt Ave (NB),Near_Side,Broad,11000.0,2.0,0.0,Bus_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,1,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,1.0,No,The bus stop is marked by a signpost with a trash can next to it. The boarding area consists of a concrete sidewalk separated from the curb by a grass strip.,Broad St at Sprunt Ave (NB),0.9,2.1,3.1,,1,0,3,1,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5728,Fayetteville Rd at Belgreen Rd,35.9360936,-78.9081995,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fayetteville Rd at Belgreen Rd,7.6,2.9,10.5,1.0,1,2,0,0,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5730,Chapel Hill Rd at Crosswind Ave (Lakewood YMCA),35.984934,-78.929065,Active,196.0,STOP10375,35.984934,-78.929065,   Chapel Hill Rd at Crosswind Ave (Lakewood YMCA),Far_Side,Chapel Hill Rd,7700.0,2.0,6.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,,No,0.0,,,,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,"The bus stop sign is located on a metal post next to the sidewalk. A grass strip separates the sidewalk from the curb, meaning passengers must step onto grass to board.",Chapel Hill Rd at Crosswind Ave (Lakewoo,7.8,1.8,9.6,,1,0,0,3,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5732,Hillsborough Rd at Carolina Ave,36.010538,-78.925131,Active,783.0,STOP10376,36.010538,-78.925131,   Hillsborough Rd at Carolina Ave,Near_Side,Hillsborough,7500.0,4.0,2.0,Other,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"11, 11B",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Not_Convenient,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Hillsborough Rd at Carolina Ave,18.7,14.5,33.2,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5733,Lawson St at Wabash St (WB),35.973842,-78.888908,Active,981.0,STOP10377,35.973842,-78.888908,   Lawson St at Wabash St (WB),Near_Side,Lawson,8600.0,2.0,43.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,8,1.0,Current,Grey,, ,Yes_Two_Doors,Poor,Black, ,0.0,,Shelter,No,2.0,Bench_Permanent,,Metal,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop features a shelter with an integrated bench, a trash can, and a concrete landing pad connected directly to the sidewalk.",Lawson St at Wabash St (WB),17.9,1.0,18.9,,2,0,7,0,0,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5734,Hillsborough Rd at Rutherford St,36.01047,-78.92755,Active,794.0,STOP10378,36.01047,-78.92755,   Hillsborough Rd at Rutherford St,Near_Side,Hillsborough,7500.0,1.0,1.0,Traffic_Lane,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"11, 11B",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,,Good,Good,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,1.0,1.0,Yes,"The bus stop is clearly visible with a sign, a bench, and a trash can located on a wide concrete sidewalk.",Hillsborough Rd at Rutherford St,14.0,15.1,29.2,,2,0,4,0,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5735,Holloway St at S Woodcrest St,35.988399,-78.850757,Active,877.0,STOP10379,35.988399,-78.850757,   Holloway St at S Woodcrest St, , ,0.0,0.0,0.0, , ,Durham, ,No, ,No, , , , , ,0.0, , , , , , , , ,0.0, , , ,0.0, , , , , , , , , , , , , , , , , ,, , , ,Yes,0.9,Concrete,Paved,No,,0.0,0.0,0.0,No,"A concrete landing pad is visible on the right side of the road, but no bus stop sign is visible on this side of the street. There is no sidewalk connection.",Holloway St at S Woodcrest St,4.5,9.6,14.1,,1,0,0,1,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5738,Lawson St at Alston Ave (EB),35.9754445,-78.894505,Active,960.0,STOP10380,35.975412,-78.894269,   Lawson St at Alston Ave (EB),Near_Side,Lawson,8600.0,9.0,2.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,8,1.0,Techline,Black,Traffic_Ped_Crossing, ,No_SingleDoor,Good,Black, ,0.0,,Shelter,No,3.0,Bench_Permanent,Trees_Fair,Concrete,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Fair,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Lawson St at Alston Ave (EB),4.6,7.1,11.7,,1,0,4,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5740,Chandler Rd at Chance Dr,35.9949862,-78.8336401,Active,183.0,STOP10381,35.99492,78.83363,   Chandler Rd at Chance Dr,Midblock,Chandler,0.0,2.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Chandler Rd at Chance Dr,5.8,5.8,11.6,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5741,E Main St at Roxboro St (WB),35.9940498,-78.8987513,Active,515.0,STOP10382,35.993961,-78.898635,   E Main St at Roxboro St (WB),Far_Side,E Main,4900.0,19.0,24.0,Parking_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"2, 12, 12B, 3, 3B, 3C",1.0,Current,Black,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Good,Black, ,0.0,,Pole,No,3.0,Bench_Permanent,Trees_Fair,Metal,Excellent,Excellent,Within_100_FT,Marked,Curb_Height,Brick_and_Concrete,Other,Paved,Good,Both,Both,,Other, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,Yes,"The bus stop features a shelter visible in the right view, with a concrete boarding area and sidewalk connection. A bus stop sign is located further down the street, visible in the left view.",E Main St at Roxboro St (WB),32.4,35.3,67.7,,4,0,7,0,0,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5742,Mangum St at Parrish St,35.995829,-78.900135,Active,1018.0,STOP10854,35.995829,-78.900135,   Mangum St at Parrish St,Near_Side,Mangum,5000.0,1.0,0.0,Curb_Bulbout,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A, 9B",1.0,Techline,Black,Traffic_Ped_Crossing, ,Yes_Two_Doors,Good,Black, ,0.0,,,No,3.0,Bench_Permanent,Trees_Good,,Excellent,Excellent,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,0.0,0.0,Yes,The bus stop features a shelter with integrated bike racks on a wide concrete sidewalk. A bus stop sign is mounted on the side of the shelter.,Mangum St at Parrish St,7.6,28.5,36.1,1.0,3,2,4,0,0,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5743,Trent Dr at Duke Clinics ,36.00456,-78.935073,Active,1611.0,STOP10936,36.00456,-78.935073,   Trent Dr at Duke Hospital South (EB),Midblock,Trent Dr,9600.0,2.0,33.0,Bus_Bay,No,Durham,Granite_Curb,Yes, ,Yes, , , , ,"6, 20, DRX, H2, H5",1.0,Other,Other,,GoDurham Timepoint,No_SidewalkAbuts,Fair,Brown, ,0.0,,Shelter,No,5.0,Bench_Permanent,Trees_Good,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Trent Dr at Duke Hospital South (EB),46.7,14.5,61.2,,3,0,4,0,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5744,Holloway St at Brye St (EB),35.993267,-78.871888,Active,852.0,STOP10383,35.993267,-78.871888,   Holloway St at Brye St (EB),Far_Side,Holloway,7500.0,48.0,3.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,"3, 3B",0.0,, ,, ,No_SidewalkAbuts,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Curb_Ramp,Concrete,Other,Paved,Fair,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Holloway St at Brye St (EB),16.3,90.3,106.6,,4,0,0,0,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5746,Roxboro St at Normandy St,35.973566,-78.912206,Active,1470.0,STOP10755,35.973566,-78.912206,   Roxboro St at Normandy St,Near_Side,Roxboro,8300.0,2.0,11.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,No_SidewalkWithStrip,Fair,Blue, ,0.0,,,No,2.0,Simme_Seat,Trees_Fair,Concrete,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Other,Concrete, ,, , , ,Unclear,0.2,Concrete,Paved,Yes,,0.0,0.0,0.0,No,MANUAL REVIEW REQUIRED: View of the curb is blocked by a vehicle/object. A severe camera lens smudge/blur completely obscures the front view where the bus stop is expected to be located.,Roxboro St at Normandy St,11.6,2.4,14.1,,1,0,1,0,0,0,2,Manual Review,Verify first,Manual review before assignment,Manual review before tier assignment,Needs current A/B/C category
5749,E Weaver St at Pilot St,35.967722,-78.910178,Active,548.0,STOP10726,35.967722,-78.910178,   E Weaver St at Pilot St,Far_Side,E Weaver,0.0,4.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Fair,Concrete,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,1.0,No,"The bus stop is marked by a small white sign on a metal post, located on a grass shoulder next to a trash can. There is no sidewalk or paved landing pad.",E Weaver St at Pilot St,0.8,2.8,3.7,,1,0,3,4,0,3,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5754,Chapel Hill Rd at Lakewood Ave (Shopping Center),35.98692,-78.927131,Active,199.0,STOP10384,35.98692,-78.927131,   Chapel Hill Rd at Lakewood Ave (Shopping Center),Far_Side,Chapel Hill Rd,7700.0,56.0,34.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",1.0,Techline,Black,Traffic_Ped_Crossing,GoDurham Timepoint,No_SingleDoor,Fair,Black, ,0.0,,,No,3.0,Bench_Permanent,Trees_Good,Plastic,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop is clearly visible with a shelter containing one bench, a trash can, and a bus stop sign. The entire boarding area is on a paved concrete pad connected directly to the sidewalk.",Chapel Hill Rd at Lakewood Ave (Shopping,56.4,81.9,138.3,,4,0,7,0,0,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5764,Dearborn Dr at Ader St,36.03759,-78.87404,Active,298.0,STOP10828,36.03759,-78.87404,   Dearborn Dr at Ader St,Midblock,Dearborn,8650.0,0.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,Concrete,,,,,Below_Grade,Grass,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,Guy_Wire,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,1.0,No,"The bus stop is marked by a sign on a metal post next to a trash can. The boarding area at the curb is grass, separated from the parallel sidewalk by a grass strip.",Dearborn Dr at Ader St,16.7,5.5,22.2,,2,0,3,3,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5765,Hillsborough Rd at Rosehill Ave,36.010649,-78.927815,Active,793.0,STOP10386,36.010649,-78.927815,   Hillsborough Rd at Rosehill Ave,Near_Side,Hillsborough,7500.0,2.0,1.0,Traffic_Lane,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"11, 11B",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Good,Good,Within_Sight,Marked,Level_with_Roadway,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Hillsborough Rd at Rosehill Ave,19.3,16.0,35.4,,3,0,0,1,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5767,NC 55 at Cherry Dr,35.960475,-78.893463,Active,1199.0,STOP10387,35.960475,-78.893463,NC 55 at Cherry Dr,Near_Side,NC 55,18500.0,1.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,12,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.8,Grass,Unpaved,,,0.0,0.0,0.0,No,A bus stop sign on a metal post is visible on the shoulder in the center and right views. The boarding area is unpaved grass and dirt with no sidewalk connection or landing pad.,NC 55 at Cherry Dr,3.3,0.7,4.1,,1,0,0,3,1,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5768,NC 55 at Gaston Ave,35.962523,-78.894307,Active,1205.0,STOP10388,35.96252294,-78.89430677,NC 55 at Gaston Ave,Far_Side,NC 55,18500.0,1.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Curb_Height,Dirt,,Unpaved,,,,,, ,, , , ,Yes,0.7,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post near the fire hydrant at the corner of NC 55 and Gaston Ave. The boarding area is grass with no landing pad or sidewalk connection.,NC 55 at Gaston Ave,6.4,1.0,7.4,,1,0,0,4,1,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5769,Lawson St at Wabash St (EB),35.973716,-78.888922,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,1.0,No,"The eastbound bus stop is marked by a sign on a metal post next to a large tree. There is a sidewalk present, but it is separated from the curb by a grass strip. A public trash can is located nearby on the sidewalk.",Lawson St at Wabash St (EB),3.3,13.9,17.2,,2,0,3,3,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5770,LaSalle St at Hillsborough Rd (Tire King),36.017683,-78.945628,Active,952.0,STOP10390,36.01768264,-78.94562812,   LaSalle St at Hillsborough Rd (Tire King),Midblock,LaSalle,0.0,2.0,28.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,11,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair,Blue, ,0.0,,,No,2.0,Simme_Seat,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,One,One,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,1.0,1.0,Yes,The bus stop is marked by a yellow post and features a concrete sidewalk separated from the curb by a grass strip. A blue bench and a brown trash receptacle are located at the stop.,LaSalle St at Hillsborough Rd (Tire King,13.5,2.1,15.6,,2,0,4,2,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5773,Lawson St at Durham Tech Community College (WB),35.974402,-78.880704,Active,969.0,STOP10391,35.974402,-78.880704,   Lawson St at Durham Tech Community College (WB),Midblock,Lawson,8600.0,1.0,42.0,Other,No,Durham,Other,Yes, ,No, , ,GoDurham, ,8,2.0,Current,Grey,"Ped_Only (RRFB, HAWK, Conventional_Ped_Signal)",GoDurham Timepoint,Yes_Two_Doors,Good,Black, ,0.0,,Shelter,No,4.0,Bench_Permanent,,Metal,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,0.0,No,"The bus stop is clearly visible on the right side of the street, featuring a modern passenger shelter with an integrated bench on a continuous concrete sidewalk.",Lawson St at Durham Tech Community Colle,29.2,13.4,42.5,,3,0,4,0,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham Station,5863.0,4204.0,10067.0,,4,0,0,0,0,3,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5775,Duke University Rd at Swift Ave (EB),35.997293,-78.924947,Active,374.0,STOP10881,35.99729293,-78.92494735,   Duke University Rd at Swift Ave (EB),Midblock,Duke University,10500.0,0.0,0.0,Other,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,"6, C3",0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Good,,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,One_door,0.0,0.0,0.0,No,The bus stop sign is mounted on the same post below a diamond-shaped warning sign. A concrete landing pad connects the sidewalk directly to the curb.,Duke University Rd at Swift Ave (EB),1.7,0.4,2.1,,1,0,0,0,0,2,3,Low,Monthly,Basic,,Needs current A/B/C category
5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 54 at Paradigm Park,0.0,0.0,0.0,,0,0,0,0,0,0,0,Low,Monthly,Basic,,Needs current A/B/C category
5778,Hillsborough Rd at Lawndale Ave (WB),36.014786,-78.933818,Active,791.0,STOP10393,36.014786,-78.933818,   Hillsborough Rd at Lawndale Ave (Food Lion),Near_Side,Hillsborough,7000.0,18.0,12.0,Traffic_Lane,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,11B,0.0,, ,, ,Yes_Two_Doors,Poor,Black, ,0.0,,,No,3.0,Bench_Permanent,Other,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,One_door,0.0,1.0,1.0,No,The bus stop is located on a concrete sidewalk in front of the building. It features a blue bench and a black trash can. A sign pole is visible near the corner.,Hillsborough Rd at Lawndale Ave (WB),16.1,16.7,32.8,,2,0,4,0,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5781,W Enterprise St at Fargo St,35.9836822,-78.9064444,Active,1793.0,STOP10714,35.98373,-78.90752,   W Enterprise St at Fargo St,Near_Side,W Enterprise,0.0,11.0,2.0,Traffic_Lane,No,Durham,Other,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,No_SidewalkAbuts,Fair, , ,0.0,,,No,0.0,,,Concrete,Good,Good,Within_Sight,Marked,Curb_Ramp,Concrete,Other,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,One_door,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post next to the concrete sidewalk in front of the building with the blue mural.,W Enterprise St at Fargo St,2.9,8.0,11.0,1.0,1,2,0,0,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5787,Roxboro Rd at Wellington Dr (Northern High School),36.061145,-78.903727,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Concrete,Paved,Yes,One_door,0.0,0.0,0.0,Yes,The bus stop sign is mounted on the street sign pole at the corner of Roxboro Rd and Wellington Dr. The boarding area is on the concrete sidewalk which features a curb ramp with tactile paving.,Roxboro Rd at Wellington Dr (Northern Hi,32.0,3.2,35.2,2.0,2,3,0,0,0,2,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5792,Lawson St at Rosewood St,35.975013,-78.891944,Active,974.0,STOP10398,35.97501291,-78.89194362,   Lawson St at Rosewood St,Near_Side,Lawson,8600.0,2.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,8,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,,No,0.0,,Trees_Fair,Concrete,Poor,Poor,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Lawson St at Rosewood St,5.2,2.5,7.6,,1,0,0,1,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5793,Fayetteville Rd at Crooked Creek Pkwy,35.91251,-78.93354,Active,556.0,STOP10399,35.912022,-78.933837,   Fayetteville Rd at Crooked Creek Pkwy,Far_Side,Fayetteville,22000.0,28.0,91.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,Yes, , , , ,"5, 805",1.0,Current,Grey,Traffic_Ped_Crossing,GoDurham Timepoint,Yes_Two_Doors,Fair,Black, ,0.0,,Shelter,No,2.0,Bench_Permanent,Trees_Fair,Metal,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop features a modern shelter with an integrated bench, a trash can, and a large information display board, all situated on a wide concrete landing pad connected directly to the sidewalk.",Fayetteville Rd at Crooked Creek Pkwy,77.8,21.4,99.2,6.0,4,4,7,0,2,0,17,High,Weekly,Enhanced,,Needs current A/B/C category
5794,N Alston Ave at Lee St (SB),36.002141,-78.88599,Active,1122.0,STOP10400,36.002141,-78.88599,   N Alston Ave at Lee St (SB),Near_Side,N Alston,11000.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Good,Concrete,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,1.0,No,The bus stop is marked by a blue and white GoDurham bus stop sign on a metal post. The boarding area is unpaved grass/dirt with no sidewalk connection or landing pad. A brown trash receptacle is present next to the stop.,N Alston Ave at Lee St (SB),8.7,2.4,11.0,,1,0,3,4,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5795,Hinson Dr at DeMille St,36.02937,-78.8786,Active,842.0,STOP10838,36.02937,-78.8786,   Hinson Dr at DeMille St,Midblock,Hinson,0.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Good,Concrete,,,,,Curb_Height,Dirt,,Unpaved,,,,,, ,, , , ,Yes,0.8,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop is marked by a metal pole with a concrete block base (characteristic of Chapel Hill Transit) located next to the curb near a crosswalk. The boarding area is unpaved (dirt/grass/leaves) with no sidewalk connection, landing pad, shelter, or bench.",Hinson Dr at DeMille St,3.0,0.8,3.8,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
