Stop Code,Stop Name,Latitude,Longitude,Current Cleaning Category,abc_stop_name,cleaning_priority_score,cleaning_priority_level,stop_id,stop_name,selected_image_filename,lattitude,longitude,best_view,bus_stop_visible,bus_stop_visibility_confidence,shelter_present,shelter_number,bench_present,bench_number,trash_can_present,trash_can_number,stop_surface,landing_type,sidewalk_connection,landing_pad,cross_walk,street_lighting,date,notes,final_image_path,inspection_priority_score,inspection_priority_level
5647,Angier Ave at Bingham St (WB),35.979427,-78.872118,B,Angier Ave at Bingham St (WB),70,High,5647,Angier Ave at Bingham St (WB),5647_Angier_Ave_at_Bingham_St_WB_2025-05_center_heading-15.jpg,35.979427,-78.872118,center,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,One_door,No,No,2025-05,"GoDurham bus stop sign is clearly visible on a metal pole next to a concrete sidewalk. No shelter, bench, or trash can is present.",final_images/5647_Angier_Ave_at_Bingham_St_WB_2025-05_center_heading-15.jpg,40.5,Medium
5661,Holloway St at Driver St (EB),35.994382,-78.878173,B,Holloway St at Driver St (EB),70,High,5661,Holloway St at Driver St (EB),5661_Holloway_St_at_Driver_St_EB_2025-09_center_heading-162.jpg,35.994382,-78.878173,center,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,A GoDurham bus stop sign is clearly visible on a metal post next to a utility pole on the concrete sidewalk.,final_images/5661_Holloway_St_at_Driver_St_EB_2025-09_center_heading-162.jpg,40.5,Medium
5701,Fayetteville St at Massey Ave,35.9801686,-78.8997916,B,Fayetteville St at Price Ave,70,High,5701,Fayetteville St at Massey Ave,5701_Fayetteville_St_at_Massey_Ave_2025-01_right_heading-327.jpg,35.9801686,-78.8997916,right,Yes,0.9,0.0,0.0,0.0,0.0,0.8,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,The bus stop sign is visible in the right view next to the pedestrian. A concrete trash receptacle is present near the stop. The boarding area is on a continuous concrete sidewalk.,final_images/5701_Fayetteville_St_at_Massey_Ave_2025-01_right_heading-327.jpg,40.5,Medium
5718,LaSalle St at Campus Walk Dr,36.010006,-78.94864,B,LaSalle St at Campus Walk Dr (Holly Hil,70,High,5718,LaSalle St at Campus Walk Dr,5718_LaSalle_St_at_Campus_Walk_Dr_2025-09_right_heading-261.jpg,36.010006,-78.94864,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,Yes,No,2025-09,"The bus stop is clearly visible with a shelter, bench, and trash can. A continuous sidewalk provides a paved landing area and connection.",final_images/5718_LaSalle_St_at_Campus_Walk_Dr_2025-09_right_heading-261.jpg,40.5,Medium
5864,University Dr at Hill St,35.985515,-78.910318,B,University Dr at Hill St,70,High,5864,University Dr at Hill St,5864_University_Dr_at_Hill_St_2021-09_right_heading-4.jpg,35.985515,-78.910318,right,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2021-09,"A GoDurham bus stop sign is clearly visible on a metal post next to the utility poles. A continuous concrete sidewalk runs along the street, providing a paved landing area.",final_images/5864_University_Dr_at_Hill_St_2021-09_right_heading-4.jpg,40.5,Medium
5914,Morehead Ave at Carroll St (EB),35.991715,-78.916333,B,Morehead Ave at Carroll St (EB),70,High,5914,Morehead Ave at Carroll St (EB),5914_Morehead_Ave_at_Carroll_St_EB_2022-09_left_heading-178.jpg,35.991715,-78.916333,left,Yes,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,One_door,No,No,2022-09,"The bus stop features a shelter with an integrated bench on a concrete pad connected to the sidewalk. There is a grass strip between the sidewalk and the curb, with a small concrete pad near the bus stop signs.",final_images/5914_Morehead_Ave_at_Carroll_St_EB_2022-09_left_heading-178.jpg,40.5,Medium
5947,E Weaver St at Cornwallis Rd,35.962904,-78.9159767,B,E Weaver St at Cornwallis Rd,70,High,5947,E Weaver St at Cornwallis Rd,5947_E_Weaver_St_at_Cornwallis_Rd_2025-01_left_heading-293.jpg,35.962904,-78.9159767,left,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"The bus stop is clearly visible with a GoDurham sign pole, a blue metal bench on a concrete pad connected to the sidewalk, and a trash can nearby.",final_images/5947_E_Weaver_St_at_Cornwallis_Rd_2025-01_left_heading-293.jpg,40.5,Medium
5996,Meriwether Dr at Old Oxford Rd (NB),36.035929,-78.889875,B,Meriwether Dr at Old Oxford Rd (NB),70,High,5996,Meriwether Dr at Old Oxford Rd (NB),5996_Meriwether_Dr_at_Old_Oxford_Rd_NB_2021-10_w_heading-321.jpg,36.035929,-78.889875,w,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2021-10,A bus shelter with an integrated bench and an adjacent trash can are clearly visible on the sidewalk on the west side of Meriwether Dr.,final_images/5996_Meriwether_Dr_at_Old_Oxford_Rd_NB_2021-10_w_heading-321.jpg,40.5,Medium
6036,University Dr at Martin Luther King Jr Pkwy (EB),35.962671,-78.960307,B,University Dr at Martin Luther King Jr,70,High,6036,University Dr at Martin Luther King Jr Pkwy (EB),6036_University_Dr_at_Martin_Luther_King_Jr_Pkwy_EB_2025-09_right_heading-147.jpg,35.962671,-78.960307,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,Yes,No,2025-09,"The bus stop is clearly visible in the right view, featuring a standard transit shelter with an integrated bench, a trash can, and a concrete landing pad connected directly to the sidewalk. A crosswalk is visible in the left view.",final_images/6036_University_Dr_at_Martin_Luther_King_Jr_Pkwy_EB_2025-09_right_heading-147.jpg,40.5,Medium
6053,Lawson St at S Briggs Ave (Durham Exchange Club),35.974354,-78.87704,B,Lawson St at S Briggs Ave (Durham Excha,70,High,6053,Lawson St at S Briggs Ave (Durham Exchange Club),6053_Lawson_St_at_S_Briggs_Ave_Durham_Exchange_Club_2025-09_left_heading-313.jpg,35.974354,-78.87704,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible in the left view, featuring a GoDurham bus stop sign, a shelter with an integrated bench, a trash can, and a concrete landing pad connected to the sidewalk.",final_images/6053_Lawson_St_at_S_Briggs_Ave_Durham_Exchange_Club_2025-09_left_heading-313.jpg,40.5,Medium
6197,Witherspoon Blvd at McFarland Dr (Patterson Place Park-and-Ride),35.9509,-78.989783,B,Witherspoon Blvd at McFarland Dr (Patte,70,High,6197,Witherspoon Blvd at McFarland Dr (Patterson Place Park-and-Ride),6197_Witherspoon_Blvd_at_McFarland_Dr_Patterson_Place_Park-and-Ride_2024-06_center_heading-270.jpg,35.9509,-78.989783,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2024-06,"The bus stop features a standard shelter with an integrated bench and a trash can adjacent to it, all situated on a continuous concrete sidewalk.",final_images/6197_Witherspoon_Blvd_at_McFarland_Dr_Patterson_Place_Park-and-Ride_2024-06_center_heading-270.jpg,40.5,Medium
6241,Rigsbee Ave at Seminary St,35.99933,-78.89981,B,Rigsbee Ave at Seminary St,70,High,6241,Rigsbee Ave at Seminary St,6241_Rigsbee_Ave_at_Seminary_St_2025-09_right_heading-105.jpg,35.99933,-78.89981,6241_Rigsbee_Ave_at_Seminary_St_2025-09_right_heading-105.jpg,Yes,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,GoDurham bus stop with a shelter and bench on a concrete pad connected directly to the sidewalk.,final_images/6241_Rigsbee_Ave_at_Seminary_St_2025-09_right_heading-105.jpg,40.5,Medium
6246,Geer St at Rigsbee Ave,36.00382,-78.89951,B,Geer St at Rigsbee Ave,70,High,6246,Geer St at Rigsbee Ave,6246_Geer_St_at_Rigsbee_Ave_2025-09_right_heading-350.jpg,36.00382,-78.89951,6246_Geer_St_at_Rigsbee_Ave_2025-09_right_heading-350.jpg,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,The GoDurham bus stop sign is mounted on the speed limit 25 pole. A blue metal bench and a black trash can are present on the concrete sidewalk.,final_images/6246_Geer_St_at_Rigsbee_Ave_2025-09_right_heading-350.jpg,40.5,Medium
6322,Cornwallis Rd at Roxboro Rd,35.96455,-78.91784,B,Cornwallis Rd at Roxboro Rd,70,High,6322,Cornwallis Rd at Roxboro Rd,6322_Cornwallis_Rd_at_Roxboro_Rd_2025-01_center_heading-32.jpg,35.96455,-78.91784,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"The bus stop is clearly visible in the center view, featuring a GoDurham sign, a shelter with an integrated bench, a trash can, and a paved concrete landing pad connected to the sidewalk.",final_images/6322_Cornwallis_Rd_at_Roxboro_Rd_2025-01_center_heading-32.jpg,40.5,Medium
6380,Main St at Campus Dr (EB),36.0033,-78.914666,B,Main St at Campus Dr (EB),70,High,6380,Main St at Campus Dr (EB),6380_Main_St_at_Campus_Dr_EB_2025-09_right_heading-212.jpg,36.0033,-78.914666,6380_Main_St_at_Campus_Dr_EB_2025-09_left_heading-152.jpg,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible in the left view, featuring a GoDurham sign, a shelter with an integrated bench, and a trash can on a concrete pad connected directly to the sidewalk and curb.",final_images/6380_Main_St_at_Campus_Dr_EB_2025-09_right_heading-212.jpg,40.5,Medium
6387,Main St at Gregson St (WB),35.999935,-78.909003,B,Main St at Gregson St (WB),70,High,6387,Main St at Gregson St (WB),6387_Main_St_at_Gregson_St_WB_2025-09_right_heading-99.jpg,35.999935,-78.909003,right,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop sign is clearly visible on a metal post along the concrete sidewalk. There are no shelters, benches, or trash cans present at this location.",final_images/6387_Main_St_at_Gregson_St_WB_2025-09_right_heading-99.jpg,40.5,Medium
6484,Broad St at Forest Rd (SB),36.024962,-78.917114,B,Broad St at Forest Rd (SB),70,High,6484,Broad St at Forest Rd (SB),6484_Broad_St_at_Forest_Rd_SB_2025-02_center_heading-315.jpg,36.024962,-78.917114,center,Yes,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-2,The bus stop is located on a concrete sidewalk next to a guardrail. A bus stop sign is visible behind the guardrail in the center view.,final_images/6484_Broad_St_at_Forest_Rd_SB_2025-02_center_heading-315.jpg,40.5,Medium
6576,Fayetteville St at Riddle Rd (SB),35.950458,-78.904077,B,Fayetteville St at Riddle Rd (SB),70,High,6576,Fayetteville St at Riddle Rd (SB),6576_Fayetteville_St_at_Riddle_Rd_SB_2025-01_center_heading-236.jpg,35.950458,-78.904077,center,Yes,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-1,A GoDurham bus stop sign and a concrete trash can are located next to the concrete sidewalk.,final_images/6576_Fayetteville_St_at_Riddle_Rd_SB_2025-01_center_heading-236.jpg,40.5,Medium
6608,Horton Rd at Guess Rd (Dollar Tree),36.057407,-78.927739,B,Horton Rd at Guess Rd (Rite-Aid),70,High,6608,Horton Rd at Guess Rd (Dollar Tree),6608_Horton_Rd_at_Guess_Rd_Dollar_Tree_2025-09_right_heading-187.jpg,36.057407,-78.927739,6608_Horton_Rd_at_Guess_Rd_Dollar_Tree_2025-09_center_heading-157.jpg,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,One_door,No,No,2025-09,"GoDurham bus stop sign is clearly visible on the grass behind the concrete sidewalk. No shelter, bench, or trash can is present at this location.",final_images/6608_Horton_Rd_at_Guess_Rd_Dollar_Tree_2025-09_right_heading-187.jpg,40.5,Medium
6640,Constitution Dr at Neal Rd,36.026323,-78.967301,B,Constitution Dr at Neal Rd,70,High,6640,Constitution Dr at Neal Rd,6640_Constitution_Dr_at_Neal_Rd_2025-04_left_heading-90.jpg,36.026323,-78.967301,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Concrete,Paved,Yes,Two_doors,No,No,2025-04,"The bus stop is clearly visible in the left view, featuring a standard transit shelter with an integrated bench, two trash cans, and a wide concrete landing pad connected directly to the sidewalk.",final_images/6640_Constitution_Dr_at_Neal_Rd_2025-04_left_heading-90.jpg,40.5,Medium
6647,LaSalle St at Kangaroo St,36.012627,-78.948254,B,LaSalle St at Kangaroo St (The Heights,70,High,6647,LaSalle St at Kangaroo St,6647_LaSalle_St_at_Kangaroo_St_2025-09_center_heading-299.jpg,36.012627,-78.948254,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible with a standard shelter, a bench inside, and a trash can adjacent to it. The entire boarding area is paved concrete and connects directly to the sidewalk.",final_images/6647_LaSalle_St_at_Kangaroo_St_2025-09_center_heading-299.jpg,40.5,Medium
6649,Martin Luther King Jr Pkwy at Lakeside Gardens,35.94339,-78.920001,B,Martin Luther King Jr Pkwy at Lakeside,70,High,6649,Martin Luther King Jr Pkwy at Lakeside Gardens,6649_Martin_Luther_King_Jr_Pkwy_at_Lakeside_Gardens_2025-01_left_heading-47.jpg,35.94339,-78.920001,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"The bus stop features a standard shelter with an integrated bench, two trash cans, a bike rack, and a large concrete landing pad connected directly to the sidewalk.",final_images/6649_Martin_Luther_King_Jr_Pkwy_at_Lakeside_Gardens_2025-01_left_heading-47.jpg,40.5,Medium
6729,Danube Ln at Hebron Rd,36.05813,-78.888685,B,DANUBE LN AT HEBRON RD,70,High,6729,Danube Ln at Hebron Rd,6729_Danube_Ln_at_Hebron_Rd_2025-03_left_heading-48.jpg,36.05813,-78.888685,left,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-3,"The GoDurham bus stop sign (ID 6729) is clearly visible in the left view, located next to a continuous concrete sidewalk. No shelter, bench, or trash can is present at this stop.",final_images/6729_Danube_Ln_at_Hebron_Rd_2025-03_left_heading-48.jpg,40.5,Medium
5818,Holloway St at Hoover Rd (EB),35.990247,-78.858971,B,Holloway St at Hoover Rd (EB),70,High,,,,,,,,,,,,,,,,,,,,,,,,39.5,Medium
5125,Hillsborough Rd at W Knox St,36.0130466,-78.9316324,C,Hillsborough Rd at W Knox St,40,Medium,5125,Hillsborough Rd at W Knox St,5125_Hillsborough_Rd_at_W_Knox_St_2025-03_se_heading-204.jpg,36.0130466,-78.9316324,se,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-03,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. The corner of Hillsborough Rd and W Knox St has a paved sidewalk with a red tactile dome pad, but there is no GoDurham bus stop sign, shelter, bench, or trash can visible.",final_images/5125_Hillsborough_Rd_at_W_Knox_St_2025-03_se_heading-204.jpg,39.0,Medium
5139,Gregson St at Dacian Ave,36.007956,-78.908324,C,Gregson St at Dacian Ave,40,Medium,5139,Gregson St at Dacian Ave,5139_Gregson_St_at_Dacian_Ave_2025-03_n_heading-248.jpg,36.007956,-78.908324,west,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,Yes,Yes,2025-03,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views around Gregson St and Dacian Ave. There is no GoDurham bus stop sign, no shelter, no bench, and no trash can visible. The area has sidewalks on both sides of the street with a grass strip between the sidewalk and the curb.",final_images/5139_Gregson_St_at_Dacian_Ave_2025-03_n_heading-248.jpg,39.0,Medium
5161,NC 55 at Meredith Dr (NB),35.90075,-78.89593,C,NC 55 at Meredith Dr (NB),40,Medium,5161,NC 55 at Meredith Dr (NB),5161_NC_55_at_Meredith_Dr_NB_2025-01_ne_heading-165.jpg,35.90075,-78.89593,ne,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-1,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views around the intersection of NC 55 and Meredith Dr, but no GoDurham bus stop sign, shelter, bench, or trash can is present.",final_images/5161_NC_55_at_Meredith_Dr_NB_2025-01_ne_heading-165.jpg,39.0,Medium
5202,Roxboro Rd at Trinity Ave,36.005575,-78.892435,C,Roxboro Rd at Edwards St,40,Medium,5202,Roxboro Rd at Trinity Ave,5202_Roxboro_Rd_at_Trinity_Ave_2025-09_se_heading-203.jpg,36.005575,-78.892435,se,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,Yes,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all corners of the intersection of Roxboro Rd and Trinity Ave; no GoDurham sign, shelter, bench, or public trash can is present.",final_images/5202_Roxboro_Rd_at_Trinity_Ave_2025-09_se_heading-203.jpg,39.0,Medium
5229,Roxboro Rd at Hugo St,36.02552,-78.88973,C,Roxboro Rd at Hugo St,40,Medium,5229,Roxboro Rd at Hugo St,5229_Roxboro_Rd_at_Hugo_St_2025-04_sw_heading-353.jpg,36.02552,-78.88973,sw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-4,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. I scanned all 360-degree views and found no GoDurham bus stop sign, shelter, bench, or trash can. There is a concrete sidewalk on the west side of Roxboro Rd and grass on the east side, but no transit-related elements are present.",final_images/5229_Roxboro_Rd_at_Hugo_St_2025-04_sw_heading-353.jpg,39.0,Medium
5257,Shirley St at Ratcale Ln,36.011406,-78.938079,C,Shirley St at Ratcale Ln,40,Medium,5257,Shirley St at Ratcale Ln,5257_Shirley_St_at_Ratcale_Ln_2018-05_sw_heading-225.jpg,36.011406,-78.938079,sw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2018-05,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all views around the intersection of Shirley St and Ratcale Ln; no GoDurham sign, shelter, bench, or trash can is present.",final_images/5257_Shirley_St_at_Ratcale_Ln_2018-05_sw_heading-225.jpg,39.0,Medium
5400,Roxboro Rd at Channing Ave (NB),36.031871,-78.890738,C,Roxboro Rd at Channing Ave (NB),40,Medium,5400,Roxboro Rd at Channing Ave (NB),5400_Roxboro_Rd_at_Channing_Ave_NB_2025-09_n_heading-84.jpg,36.031871,-78.890738,east,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all views around the intersection of Roxboro Rd and Channing Ave, but no GoDurham sign, shelter, bench, or trash can is present.",final_images/5400_Roxboro_Rd_at_Channing_Ave_NB_2025-09_n_heading-84.jpg,39.0,Medium
5446,Guess Rd at Ellen St,36.03985,-78.92963,C,Guess Rd at Ellen St,40,Medium,5446,Guess Rd at Ellen St,5446_Guess_Rd_at_Ellen_St_2025-09_nw_heading-168.jpg,36.03985,-78.92963,nw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all quadrants of the intersection of Guess Rd and Ellen St; no sign, shelter, bench, or trash can is present.",final_images/5446_Guess_Rd_at_Ellen_St_2025-09_nw_heading-168.jpg,39.0,Medium
5466,Roxboro Rd at Argonne Dr (Northern High School),36.063434,-78.9041156,C,ROXBORO RD AT ARGONNE DR,40,Medium,5466,Roxboro Rd at Argonne Dr (Northern High School),5466_Roxboro_Rd_at_Argonne_Dr_Northern_High_School_2024-04_ne_heading-121.jpg,36.063434,-78.904115,ne,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2024-04,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views; there is a sidewalk and grass strip but no sign, shelter, bench, or trash can.",final_images/5466_Roxboro_Rd_at_Argonne_Dr_Northern_High_School_2024-04_ne_heading-121.jpg,39.0,Medium
5598,Fayetteville Rd at Geneva Dr (SB),35.9205413,-78.9291726,C,Fayetteville Rd at Geneva Dr (SB),40,Medium,5598,Fayetteville Rd at Geneva Dr (SB),5598_Fayetteville_Rd_at_Geneva_Dr_SB_2025-01_nw_heading-233.jpg,35.9205413,-78.9291726,nw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-01,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. The sidewalk is present with a grass strip separating it from the curb, but there is no sign, shelter, bench, or trash can.",final_images/5598_Fayetteville_Rd_at_Geneva_Dr_SB_2025-01_nw_heading-233.jpg,39.0,Medium
5662,Roxboro Rd at Lavender Ave,36.023384,-78.889811,C,Roxboro Rd at Lavender Ave,40,Medium,5662,Roxboro Rd at Lavender Ave,5662_Roxboro_Rd_at_Lavender_Ave_2025-04_ne_heading-170.jpg,36.023384,-78.889811,ne,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,Yes,Yes,2025-04,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all angles of the intersection of Roxboro Rd and Lavender Ave; no GoDurham sign, shelter, bench, or trash can is visible.",final_images/5662_Roxboro_Rd_at_Lavender_Ave_2025-04_ne_heading-170.jpg,39.0,Medium
5709,Roxboro Rd at Markham Ave (SB),36.01043,-78.89173,C,Roxboro Rd at Markham Ave (SB),40,Medium,5709,Roxboro Rd at Markham Ave (SB),5709_Roxboro_Rd_at_Markham_Ave_SB_2025-04_sw_heading-144.jpg,36.01043,-78.89173,sw,No,0.3,0.3,0.0,0.3,0.0,0.3,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,Yes,Yes,2025-4,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all quadrants of the intersection; no sign, shelter, bench, or trash can found.",final_images/5709_Roxboro_Rd_at_Markham_Ave_SB_2025-04_sw_heading-144.jpg,39.0,Medium
5716,Hillsborough Rd at Hicks St,36.0130582,-78.9318983,C,Hillsborough Rd at Hicks St,40,Medium,5716,Hillsborough Rd at Hicks St,5716_Hillsborough_Rd_at_Hicks_St_2025-09_n_heading-327.jpg,36.0130582,-78.9318983,n,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. There is a sidewalk with a red tactile paving ramp at the corner of Hillsborough Rd and Hicks St, but no GoDurham bus stop sign, shelter, bench, or trash can is present.",final_images/5716_Hillsborough_Rd_at_Hicks_St_2025-09_n_heading-327.jpg,39.0,Medium
5767,NC 55 at Cherry Dr,35.960475,-78.893463,C,NC 55 at Cherry Dr,40,Medium,5767,NC 55 at Cherry Dr,5767_NC_55_at_Cherry_Dr_2025-01_sw_heading-276.jpg,35.960475,-78.893463,sw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-01,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views; there is a sidewalk on the southwest side of NC 55 with a grass strip, but no GoDurham bus stop sign, shelter, bench, or trash can is present.",final_images/5767_NC_55_at_Cherry_Dr_2025-01_sw_heading-276.jpg,39.0,Medium
5823,University Dr at Academy Rd (WB),35.96737,-78.94497,C,University Dr at Academy Rd (WB),40,Medium,5823,University Dr at Academy Rd (WB),5823_University_Dr_at_Academy_Rd_WB_2025-01_n_heading-339.jpg,35.96737,-78.94497,n,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-1,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views, specifically the north side of University Dr (N, NE, NW views) where the westbound stop should be located. There is a concrete sidewalk and grass, but no GoDurham bus stop sign, shelter, bench, or trash can is present.",final_images/5823_University_Dr_at_Academy_Rd_WB_2025-01_n_heading-339.jpg,39.0,Medium
5854,Fayetteville Rd at Dunhill Dr (Triangle Family Practice),35.916311,-78.931996,C,Fayetteville Rd at Dunhill Dr (Triangle,40,Medium,5854,Fayetteville Rd at Dunhill Dr (Triangle Family Practice),5854_Fayetteville_Rd_at_Dunhill_Dr_Triangle_Family_Practice_2025-01_n_heading-281.jpg,35.916311,-78.931996,n,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-01,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views and found no GoDurham bus stop sign, shelter, bench, or trash can. Only orange construction signs and a medical center sign are visible.",final_images/5854_Fayetteville_Rd_at_Dunhill_Dr_Triangle_Family_Practice_2025-01_n_heading-281.jpg,39.0,Medium
5867,Fayetteville St at Elmira Ave (SB),35.965976,-78.905386,C,Fayetteville St at Utah Ave,40,Medium,5867,Fayetteville St at Elmira Ave (SB),5867_Fayetteville_St_at_Elmira_Ave_SB_2025-01_sw_heading-166.jpg,35.965976,-78.905386,sw,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,Yes,Yes,2025-01,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked the southwest corner of Fayetteville St and Elmira Ave where the southbound stop should be located. No sign, shelter, bench, or public trash can is visible.",final_images/5867_Fayetteville_St_at_Elmira_Ave_SB_2025-01_sw_heading-166.jpg,39.0,Medium
5881,NC 54 at Southpoint Crossing Dr (Homestead Market),35.9109237,-78.938576,C,NC 54 at Fayetteville Rd (Homestead Mar,40,Medium,5881,NC 54 at Southpoint Crossing Dr (Homestead Market),5881_NC_54_at_Southpoint_Crossing_Dr_Homestead_Market_2024-06_s_heading-335.jpg,35.9109237,-78.938576,s,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2024-06,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views (N, NE, E, SE, S, SW, W, NW) and found no sign, shelter, bench, or trash can. Sidewalk and grass strip are present along the road.",final_images/5881_NC_54_at_Southpoint_Crossing_Dr_Homestead_Market_2024-06_s_heading-335.jpg,39.0,Medium
